2
0.63166	0.832593	1
0.772223	0.859116	1
0.822039	0.673437	1
0.584066	0.636978	1
0.627992	0.724451	1
0.498706	0.766054	1
0.225201	0.434195	1
0.775333	0.451495	1
0.606493	0.816503	1
0.652081	0.301412	1
0.221076	0.809997	1
0.313694	0.801004	1
0.742439	0.84683	1
0.777739	0.338104	1
0.691823	0.635062	1
0.650581	0.276335	1
0.730341	0.316358	1
0.268626	0.930378	1
0.143621	0.091992	1
0.694129	1.038919	1
0.462815	0.264396	1
0.633529	0.404537	1
0.711764	0.180537	1
0.401183	0.830177	1


